Symbol,Date,Time,Open,High,Low,Close,EMA,Signal,Qty,TimeChart,TimeEpoch,SignalKey
AMBER,20-Mar-23,11.15,1920.95,1920.95,1911.15,1911.15,1921.250491168052,SELL,100,2023-03-20 11:15,1679291100,20-Mar-23|11.15|1920.95|1911.15
AMBER,22-Mar-23,10.15,1881.25,1889.0,1881.25,1887.5,1883.9927803295204,BUY,100,2023-03-22 10:15,1679460300,22-Mar-23|10.15|1881.25|1887.5
AMBER,23-Mar-23,13.48,1899.0,1900.05,1890.05,1890.85,1900.6925763396043,SELL,100,2023-03-23 13:48,1679559480,23-Mar-23|13.48|1899.0|1890.85
AMBER,29-Mar-23,09.24,1800.0,1813.9,1800.0,1813.9,1799.036893776012,BUY,100,2023-03-29 09:24,1680062040,29-Mar-23|09.24|1800.0|1813.9
AMBER,31-Mar-23,10.30,1811.2,1811.2,1810.05,1810.05,1814.4308895436327,SELL,100,2023-03-31 10:30,1680238800,31-Mar-23|10.30|1811.2|1810.05
AMBER,31-Mar-23,14.36,1800.4,1811.9,1800.4,1810.75,1805.303035927388,BUY,100,2023-03-31 14:36,1680253560,31-Mar-23|14.36|1800.4|1810.75
AMBER,05-Apr-23,09.24,1833.65,1833.65,1823.0,1825.0,1833.142630473062,SELL,100,2023-04-05 09:24,1680666840,05-Apr-23|09.24|1833.65|1825.0
AMBER,05-Apr-23,12.48,1837.95,1851.3,1837.3,1850.6,1832.686579476988,BUY,100,2023-04-05 12:48,1680679080,05-Apr-23|12.48|1837.95|1850.6
AMBER,11-Apr-23,12.57,1886.95,1887.0,1881.55,1882.0,1885.219276737069,SELL,100,2023-04-11 12:57,1681198020,11-Apr-23|12.57|1886.95|1882.0
AMBER,19-Apr-23,09.27,1857.7,1864.6,1857.7,1862.05,1857.199709286251,BUY,100,2023-04-19 09:27,1681876620,19-Apr-23|09.27|1857.7|1862.05
